11a_1	5	{1,1,1,2,-1,2,2,-3,2,-3,-2,-4,3,-4}
11a_2	5	{1,1,-2,1,3,3,2,2,3,-4,3,-4}
11a_3	4	{-1,-1,-1,2,2,-1,-1,2,-3,2,-3}
11a_4	5	{-1,-1,-1,-2,1,3,3,-2,3,-4,3,-4}
11a_5	6	{-1,2,-1,2,2,3,-2,-4,-3,-3,5,-4,5}
11a_6	5	{-1,2,-1,2,2,3,3,-2,3,-4,3,-4}
11a_7	4	{-1,-1,-1,-1,2,2,-1,2,-3,2,-3}
11a_8	5	{-1,-1,-2,1,-2,3,3,-2,3,-4,3,-4}
11a_9	4	{-1,2,-1,2,-3,2,2,2,2,2,-3}
11a_10	5	{1,1,2,-1,2,2,2,-3,2,-3,-2,-4,3,-4}
11a_11	5	{-1,-1,2,-1,2,3,3,-2,3,-4,3,-4}
11a_12	5	{-1,2,-1,2,2,3,-2,-4,3,3,3,-4}
11a_13	6	{-1,2,-1,2,2,3,-2,3,4,-3,-5,4,-5}
11a_14	4	{1,1,-2,-2,1,-2,3,-2,-2,3,3}
11a_15	4	{1,1,-2,-2,1,-2,3,-2,-2,-2,3}
11a_16	5	{1,1,-2,-2,1,-2,-2,-3,2,4,-3,4}
11a_17	6	{1,1,-2,1,3,2,2,-4,-3,-3,5,-4,5}
11a_18	5	{-1,-1,2,-1,-3,2,2,4,3,3,3,4}
11a_19	4	{1,1,-2,1,-2,1,3,-2,-2,3,3}
11a_20	5	{1,1,-2,1,3,2,2,-4,3,3,3,-4}
11a_21	6	{1,1,-2,1,3,2,2,3,4,-3,-5,4,-5}
11a_22	4	{1,1,1,-2,1,1,3,-2,-2,3,3}
11a_23	5	{1,1,1,2,-1,-3,2,4,-3,-3,4,4}
11a_24	4	{1,1,1,2,-1,-1,3,-2,-2,3,-2,3,-2}
11a_25	4	{1,1,1,2,-1,-1,3,-2,3,-2,3,3,-2}
11a_26	4	{1,1,-2,-2,1,3,-2,-2,3,-2,3}
11a_27	5	{-1,-1,-1,-2,1,3,-2,3,-2,-4,3,-4}
11a_28	4	{-1,-1,2,-1,2,2,2,-1,-3,2,-3}
11a_29	5	{-1,-1,2,-1,2,-1,3,-2,-1,-4,3,2,-4,3}
11a_30	5	{1,1,2,-1,2,-3,-2,1,-2,-2,3,-4,3,-4}
11a_31	5	{1,1,-2,1,3,2,2,3,3,-4,3,-4}
11a_32	5	{-1,-1,2,-1,2,-3,2,4,3,3,3,4}
11a_33	4	{1,1,-2,-2,1,-2,-2,-2,3,-2,3}
11a_34	4	{1,1,1,-2,1,-2,3,-2,-2,3,3}
11a_35	4	{1,1,-2,1,-2,-2,3,-2,-2,3,3}
11a_36	5	{-1,-1,-1,-2,1,-2,-2,-3,2,4,3,3,3,4}
11a_37	5	{1,1,2,-1,-3,2,-3,4,-3,-3,4,4}
